 written on 24Apr2023 at 10:35:34 
           2
         795
    4    2    2    2    2    2    2    2    2    2    2    2    2    2    4
    4    2    2    2    2    2    2    2    2    2    2    2    2    2    4
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    4    2    2    2    2    2    2    2    2    2    2    2    2    2    4
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    4    2    2    2    2    2    2    2    2    2    2    2    2    2    4
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    4    2    2    2    2    2    2    2    2    2    2    2    2    2    4
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    4    2    2    2    2    2    2    2    2    2    2    2    2    2    4
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    4    2    2    2    2    2    2    2    2    2    2    2    2    2    4
    4    2    2    2    2    2    2    2    2    2    2    2    2    2    4
   -5   -2   -7    1    1    0.000004   -0.000000
   -5   -2   -7    2    1    0.000006   -0.000000
   -5   -2   -7    1    2    0.000003   -0.000000
   -5   -2   -7    2    2    0.000008    0.000000
   -5   -2   -6    1    1    0.000002    0.000000
   -5   -2   -6    2    1    0.000006    0.000000
   -5   -2   -6    1    2   -0.000002    0.000000
   -5   -2   -6    2    2    0.000005   -0.000000
   -5   -2   -5    1    1   -0.000001    0.000000
   -5   -2   -5    2    1    0.000006    0.000000
   -5   -2   -5    1    2   -0.000008   -0.000000
   -5   -2   -5    2    2   -0.000001   -0.000000
   -5   -2   -4    1    1   -0.000003   -0.000000
   -5   -2   -4    2    1    0.000005    0.000000
   -5   -2   -4    1    2   -0.000009   -0.000000
   -5   -2   -4    2    2   -0.000007    0.000000
   -5   -2   -3    1    1   -0.000003   -0.000000
   -5   -2   -3    2    1    0.000003    0.000000
   -5   -2   -3    1    2   -0.000004    0.000000
   -5   -2   -3    2    2   -0.000006    0.000000
   -5   -2   -2    1    1   -0.000001    0.000000
   -5   -2   -2    2    1   -0.000005   -0.000000
   -5   -2   -2    1    2    0.000005    0.000000
   -5   -2   -2    2    2   -0.000001   -0.000000
   -5   -2   -1    1    1    0.000003   -0.000000
   -5   -2   -1    2    1   -0.000008    0.000000
   -5   -2   -1    1    2    0.000012   -0.000000
   -5   -2   -1    2    2    0.000006   -0.000000
   -5   -2    0    1    1    0.000004   -0.000000
   -5   -2    0    2    1   -0.000018   -0.000000
   -5   -2    0    1    2    0.000012   -0.000000
   -5   -2    0    2    2    0.000009    0.000000
   -5   -2    1    1    1    0.000003   -0.000000
   -5   -2    1    2    1   -0.000018    0.000000
   -5   -2    1    1    2    0.000005   -0.000000
   -5   -2    1    2    2    0.000006   -0.000000
   -5   -2    2    1    1   -0.000001    0.000000
   -5   -2    2    2    1   -0.000008   -0.000000
   -5   -2    2    1    2   -0.000004   -0.000000
   -5   -2    2    2    2   -0.000001   -0.000000
   -5   -2    3    1    1   -0.000003   -0.000000
   -5   -2    3    2    1   -0.000005   -0.000000
   -5   -2    3    1    2   -0.000009    0.000000
   -5   -2    3    2    2   -0.000006    0.000000
   -5   -2    4    1    1   -0.000003   -0.000000
   -5   -2    4    2    1    0.000003    0.000000
   -5   -2    4    1    2   -0.000008   -0.000000
   -5   -2    4    2    2   -0.000007    0.000000
   -5   -2    5    1    1   -0.000001    0.000000
   -5   -2    5    2    1    0.000005    0.000000
   -5   -2    5    1    2   -0.000002    0.000000
   -5   -2    5    2    2   -0.000001   -0.000000
   -5   -2    6    1    1    0.000002    0.000000
   -5   -2    6    2    1    0.000006   -0.000000
   -5   -2    6    1    2    0.000003   -0.000000
   -5   -2    6    2    2    0.000005   -0.000000
   -5   -2    7    1    1    0.000004   -0.000000
   -5   -2    7    2    1    0.000006   -0.000000
   -5   -2    7    1    2    0.000003   -0.000000
   -5   -2    7    2    2    0.000008    0.000000
   -4   -3   -7    1    1    0.000004   -0.000000
   -4   -3   -7    2    1    0.000000    0.000000
   -4   -3   -7    1    2    0.000003   -0.000000
   -4   -3   -7    2    2    0.000002    0.000000
   -4   -3   -6    1    1    0.000008   -0.000000
   -4   -3   -6    2    1    0.000000   -0.000000
   -4   -3   -6    1    2    0.000003    0.000000
   -4   -3   -6    2    2    0.000005    0.000000
