 written on 24Apr2023 at 10:35:34 
           2
         795
   -5   -2   -7    1    1   -0.000000    0.000000   -0.000002    0.000000   -0.000000    0.000000
   -5   -2   -7    2    1   -0.000011   -0.000000    0.000022   -0.000000   -0.000069    0.000000
   -5   -2   -7    1    2   -0.000007   -0.000000   -0.000012   -0.000000    0.000040    0.000000
   -5   -2   -7    2    2    0.000000    0.000000    0.000001   -0.000000   -0.000000    0.000000
   -5   -2   -6    1    1   -0.000000    0.000000   -0.000003    0.000000   -0.000007    0.000000
   -5   -2   -6    2    1   -0.000011   -0.000000    0.000022   -0.000000    0.000066   -0.000000
   -5   -2   -6    1    2    0.000003   -0.000000    0.000002   -0.000000    0.000104    0.000000
   -5   -2   -6    2    2    0.000000    0.000000    0.000005    0.000000    0.000002    0.000000
   -5   -2   -5    1    1   -0.000000   -0.000000   -0.000005   -0.000000   -0.000017   -0.000000
   -5   -2   -5    2    1   -0.000007   -0.000000    0.000030   -0.000000    0.000158   -0.000000
   -5   -2   -5    1    2    0.000017   -0.000000    0.000022    0.000000    0.000134   -0.000000
   -5   -2   -5    2    2    0.000000   -0.000000    0.000010    0.000000    0.000019    0.000000
   -5   -2   -4    1    1   -0.000000   -0.000000   -0.000004   -0.000000   -0.000025    0.000000
   -5   -2   -4    2    1    0.000005    0.000000    0.000037    0.000000    0.000172    0.000000
   -5   -2   -4    1    2    0.000024    0.000000    0.000033   -0.000000    0.000105    0.000000
   -5   -2   -4    2    2    0.000000   -0.000000    0.000011   -0.000000    0.000039   -0.000000
   -5   -2   -3    1    1   -0.000000   -0.000000   -0.000000   -0.000000   -0.000020   -0.000000
   -5   -2   -3    2    1    0.000007    0.000000    0.000035   -0.000000    0.000140   -0.000000
   -5   -2   -3    1    2    0.000019   -0.000000    0.000029   -0.000000    0.000021   -0.000000
   -5   -2   -3    2    2    0.000000    0.000000    0.000003    0.000000    0.000030    0.000000
   -5   -2   -2    1    1    0.000000   -0.000000    0.000005   -0.000000   -0.000001    0.000000
   -5   -2   -2    2    1    0.000020   -0.000000    0.000022   -0.000000    0.000124   -0.000000
   -5   -2   -2    1    2    0.000007    0.000000    0.000011    0.000000   -0.000063    0.000000
   -5   -2   -2    2    2   -0.000000   -0.000000   -0.000008   -0.000000   -0.000009   -0.000000
   -5   -2   -1    1    1   -0.000000    0.000000    0.000008   -0.000000    0.000009    0.000000
   -5   -2   -1    2    1    0.000008    0.000000    0.000009    0.000000    0.000108    0.000000
   -5   -2   -1    1    2   -0.000003    0.000000   -0.000006   -0.000000   -0.000098   -0.000000
   -5   -2   -1    2    2    0.000000   -0.000000   -0.000015   -0.000000   -0.000031   -0.000000
   -5   -2    0    1    1   -0.000000    0.000000    0.000008   -0.000000    0.000000    0.000000
   -5   -2    0    2    1    0.000012    0.000000    0.000001   -0.000000    0.000061   -0.000000
   -5   -2    0    1    2   -0.000003    0.000000   -0.000006   -0.000000   -0.000080    0.000000
   -5   -2    0    2    2    0.000000    0.000000   -0.000016    0.000000    0.000000    0.000000
   -5   -2    1    1    1   -0.000000    0.000000    0.000008   -0.000000   -0.000009   -0.000000
   -5   -2    1    2    1    0.000012   -0.000000    0.000001    0.000000   -0.000014   -0.000000
   -5   -2    1    1    2    0.000007    0.000000    0.000011    0.000000   -0.000051   -0.000000
   -5   -2    1    2    2    0.000000   -0.000000   -0.000015   -0.000000    0.000031    0.000000
   -5   -2    2    1    1    0.000000    0.000000    0.000005   -0.000000    0.000001   -0.000000
   -5   -2    2    2    1    0.000008    0.000000    0.000009   -0.000000   -0.000076    0.000000
   -5   -2    2    1    2    0.000019   -0.000000    0.000029   -0.000000   -0.000053    0.000000
   -5   -2    2    2    2   -0.000000   -0.000000   -0.000008    0.000000    0.000009    0.000000
   -5   -2    3    1    1   -0.000000    0.000000   -0.000000   -0.000000    0.000020    0.000000
   -5   -2    3    2    1    0.000020    0.000000    0.000022    0.000000   -0.000107   -0.000000
   -5   -2    3    1    2    0.000024    0.000000    0.000033   -0.000000   -0.000082   -0.000000
   -5   -2    3    2    2    0.000000    0.000000    0.000003   -0.000000   -0.000030   -0.000000
   -5   -2    4    1    1   -0.000000   -0.000000   -0.000004   -0.000000    0.000025    0.000000
   -5   -2    4    2    1    0.000007    0.000000    0.000035   -0.000000   -0.000129    0.000000
   -5   -2    4    1    2    0.000017   -0.000000    0.000022    0.000000   -0.000101    0.000000
   -5   -2    4    2    2    0.000000   -0.000000    0.000011    0.000000   -0.000039   -0.000000
